Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,358.0,44,1,0.011708,322.75,74,0,0.0,326.42,44,0,0.0,319.44
August,1,0:30,5,0,0.0,365.57,34,0,0.004231,352.68,54,0,0.0,328.38,32,0,0.0,325.66
August,1,1:00,4,0,0.0,286.03,15,0,0.000439,360.63,39,0,0.0,336.59,24,0,0.0,319.61
August,1,1:30,2,0,0.0,227.64,8,0,5e-06,311.32,30,0,0.0,329.7,18,0,0.0,313.68
August,1,2:00,2,0,0.0,293.76,6,0,0.0,303.44,21,0,0.0,322.75,12,0,0.0,308.29
August,1,2:30,2,0,0.0,308.42,5,0,0.0,311.27,18,0,0.0,331.97,9,0,0.0,325.06
August,1,3:00,2,0,0.0,290.05,4,0,0.0,281.48,16,0,0.0,315.31,2,0,0.0,346.8
August,1,3:30,2,0,0.0,249.77,4,0,0.0,215.28,16,0,0.0,304.81,1,0,0.0,314.8
August,1,4:00,2,0,0.0,258.3,3,0,0.0,260.31,14,0,0.0,339.71,1,0,0.0,385.12
August,1,4:30,2,0,0.0,258.08,4,0,0.0,316.08,14,0,0.0,349.16,1,0,0.0,380.44
August,1,5:00,2,0,0.0,288.44,4,0,3.3e-05,291.51,15,0,0.0,370.94,1,0,0.0,292.93
August,1,5:30,2,0,0.0,230.74,4,0,0.005503,312.75,19,0,0.0,326.38,1,0,0.0,261.39
August,1,6:00,2,0,0.0,257.48,5,0,0.090921,362.57,30,0,1.7e-05,297.37,11,0,2.7e-05,253.07
August,1,6:30,4,0,0.0,291.12,10,1,0.123085,349.91,53,0,0.001557,279.7,22,0,0.002211,263.65
August,1,7:00,9,0,0.0,275.42,24,0,0.018794,320.4,95,2,0.018375,267.07,36,1,0.0289,278.52
August,1,7:30,15,0,0.0,297.23,41,0,0.000505,330.9,155,5,0.031296,267.74,65,3,0.044477,294.24
August,1,8:00,49,0,0.0,284.48,80,0,0.000263,328.88,284,2,0.006535,279.98,113,1,0.009631,293.41
August,1,8:30,88,0,2e-06,294.56,127,0,0.003779,329.87,409,3,0.006975,297.48,166,1,0.007582,289.37
August,1,9:00,124,0,0.000211,295.19,220,2,0.009248,319.59,586,18,0.031425,304.1,253,6,0.024604,292.83
August,1,9:30,155,1,0.0036,294.79,285,3,0.012061,327.11,721,39,0.054766,315.63,309,13,0.04304,288.93
August,1,10:00,179,2,0.008917,304.58,351,5,0.014144,335.79,869,29,0.033289,323.44,370,20,0.053586,294.61
August,1,10:30,220,1,0.006772,310.03,405,8,0.019173,346.81,964,31,0.032534,332.34,417,29,0.069906,303.07
August,1,11:00,237,4,0.018029,312.28,454,8,0.017432,350.35,1035,39,0.038109,336.52,454,23,0.051343,310.56
August,1,11:30,244,8,0.034058,312.42,495,8,0.016939,352.3,1077,53,0.049193,341.57,479,12,0.025726,313.55
August,1,12:00,251,13,0.053484,320.27,524,8,0.014486,350.75,1094,58,0.052812,342.88,501,11,0.022129,317.25
August,1,12:30,252,18,0.070329,321.81,537,13,0.023308,354.62,1093,60,0.054846,342.71,505,17,0.033458,315.81
August,1,13:00,250,8,0.032239,328.64,556,16,0.029336,355.31,1089,53,0.049067,345.22,505,22,0.04265,315.4
August,1,13:30,251,3,0.010084,333.63,571,19,0.032563,353.87,1088,62,0.056813,347.2,509,27,0.052621,312.63
August,1,14:00,256,5,0.018836,334.82,586,18,0.030473,357.21,1101,58,0.052956,347.64,528,32,0.061309,315.15
August,1,14:30,261,5,0.018781,332.32,589,12,0.021149,360.9,1101,27,0.024899,346.57,529,48,0.089851,316.63
August,1,15:00,260,1,0.00531,329.68,584,7,0.011428,353.87,1092,5,0.00479,348.12,530,28,0.052423,308.62
August,1,15:30,260,0,0.00024,337.77,579,6,0.010102,349.91,1074,2,0.001879,345.85,534,14,0.026028,306.81
August,1,16:00,256,0,0.000243,339.21,580,5,0.009189,360.34,1050,6,0.005741,347.18,542,11,0.019828,315.02
August,1,16:30,242,1,0.005585,322.2,556,4,0.007071,367.72,998,8,0.008012,346.18,514,8,0.015581,314.85
August,1,17:00,214,4,0.020021,330.12,533,3,0.00598,365.4,938,11,0.011619,347.84,482,8,0.015605,315.59
August,1,17:30,187,3,0.016482,339.62,504,5,0.00919,367.36,869,7,0.00758,347.63,446,4,0.010019,317.01
August,1,18:00,168,1,0.007405,344.76,459,7,0.016087,369.96,796,10,0.012916,347.06,398,4,0.008815,321.1
August,1,18:30,144,2,0.011012,350.23,414,7,0.016049,367.01,714,11,0.015402,349.78,349,2,0.004554,329.86
August,1,19:00,97,1,0.005759,343.39,369,5,0.012219,360.23,633,15,0.023331,349.02,320,1,0.004652,328.41
August,1,19:30,75,0,0.000348,338.13,330,6,0.017803,352.24,559,20,0.035491,347.05,289,1,0.001892,323.78
August,1,20:00,58,0,3e-06,317.41,294,10,0.034345,349.35,482,18,0.036967,347.5,249,1,0.003016,312.52
August,1,20:30,48,0,0.0,304.94,254,6,0.024357,336.16,414,9,0.022557,345.58,221,4,0.019682,306.4
August,1,21:00,36,0,0.0,318.34,209,5,0.023032,331.09,343,7,0.021342,344.51,182,8,0.044339,307.98
August,1,21:30,27,0,0.0,339.89,176,3,0.015627,335.13,282,2,0.008115,339.14,159,3,0.017156,312.08
August,1,22:00,22,0,0.0,371.62,139,2,0.011404,332.68,233,0,0.000453,329.17,129,0,0.000975,310.13
August,1,22:30,15,0,0.0,343.99,111,1,0.007756,330.78,181,0,4e-06,323.86,107,0,7e-06,309.8
August,1,23:00,12,0,0.0,338.4,85,1,0.014367,314.19,137,0,0.0,321.61,83,0,0.0,303.65
August,1,23:30,10,0,0.0,295.97,66,0,0.006796,313.63,109,0,0.0,318.74,65,0,0.0,290.5
August,2,0:00,5,0,0.0,327.86,40,0,0.0,296.67,69,0,0.0,315.96,40,0,0.0,306.95
August,2,0:30,4,0,0.0,343.43,30,0,0.0,302.16,55,0,0.0,324.0,28,0,0.0,306.34
August,2,1:00,3,0,0.0,342.9,13,0,0.0,336.05,40,0,0.0,301.36,21,0,0.0,337.67
August,2,1:30,3,0,0.0,319.03,8,0,0.0,353.34,32,0,0.0,293.75,17,0,0.0,362.84
August,2,2:00,2,0,0.0,241.73,6,0,0.0,366.36,21,0,0.0,307.17,12,0,0.0,362.71
August,2,2:30,2,0,0.0,280.84,4,0,0.0,315.05,17,0,0.0,310.27,8,0,0.0,371.94
August,2,3:00,2,0,0.0,335.85,4,0,0.0,319.13,14,0,0.0,329.99,2,0,0.0,351.32
August,2,3:30,2,0,0.0,435.57,3,0,0.0,269.14,13,0,0.0,377.29,1,0,0.0,264.05
August,2,4:00,2,0,0.0,375.86,2,0,0.0,219.6,13,0,0.0,396.52,0,0,0.0,216.48
August,2,4:30,2,0,0.0,264.13,2,0,0.0,339.43,13,0,0.0,365.77,0,0,0.0,258.61
August,2,5:00,2,0,0.0,206.66,2,0,0.0,430.62,13,0,0.0,328.76,1,0,0.0,307.75
August,2,5:30,2,0,0.0,218.76,2,0,0.0,325.59,15,0,0.0,275.74,1,0,0.0,285.82
August,2,6:00,3,0,0.0,246.88,3,0,0.0,272.72,22,0,0.0,266.44,6,0,0.0,239.92
August,2,6:30,3,0,0.0,245.22,6,0,0.0,265.92,34,0,0.0,265.43,13,0,0.0,265.27
August,2,7:00,7,0,0.0,271.84,15,0,0.0,285.02,59,0,0.0,269.41,23,0,0.0,304.59
August,2,7:30,11,0,0.0,294.17,25,0,0.0,299.59,96,0,0.0,272.47,42,0,0.0,310.94
August,2,8:00,29,0,0.0,276.68,50,0,0.0,289.59,159,0,0.0,279.81,70,0,0.0,304.76
August,2,8:30,40,0,0.0,278.04,80,0,0.0,304.97,231,0,0.0,292.14,98,0,7e-06,312.53
August,2,9:00,55,0,0.0,272.21,130,0,0.0,313.51,328,0,0.0,300.64,152,0,0.00075,305.05
August,2,9:30,70,0,0.0,294.53,167,0,0.0,318.62,426,0,0.0,297.03,185,3,0.014303,296.45
August,2,10:00,85,0,0.0,297.95,204,0,5e-06,317.06,529,0,0.0,298.26,215,12,0.05613,308.09
August,2,10:30,115,0,0.0,292.07,222,0,0.000706,322.53,598,0,0.0,304.85,261,19,0.071891,321.85
August,2,11:00,119,0,0.0,294.66,250,3,0.013382,320.64,638,0,3e-06,313.48,287,11,0.03809,317.76
August,2,11:30,126,0,6e-06,299.5,290,9,0.03252,321.75,664,0,0.000507,316.67,307,6,0.017942,315.72
August,2,12:00,157,0,0.000737,298.02,325,7,0.020807,320.83,680,8,0.011154,314.67,332,2,0.006855,313.83
August,2,12:30,173,2,0.01423,298.84,351,11,0.03187,321.35,681,30,0.044415,316.38,337,5,0.013899,312.29
August,2,13:00,188,7,0.036317,300.22,383,12,0.031235,317.87,680,50,0.073671,323.65,339,10,0.029295,318.33
August,2,13:30,190,3,0.013672,299.21,399,15,0.038639,321.54,667,60,0.090398,326.51,347,9,0.026894,318.08
August,2,14:00,193,3,0.015834,303.91,419,10,0.023724,325.81,669,37,0.055063,329.32,351,5,0.013168,318.64
August,2,14:30,196,8,0.042186,306.91,426,2,0.005263,328.9,666,12,0.01809,329.08,355,6,0.01681,318.11
August,2,15:00,195,5,0.025698,307.89,431,0,0.000453,326.93,657,2,0.002909,331.23,351,4,0.012282,321.56
August,2,15:30,197,6,0.029942,302.63,438,2,0.004802,325.46,651,0,0.000117,330.58,348,6,0.018444,320.6
August,2,16:00,195,2,0.010658,295.75,428,6,0.013841,326.26,641,0,1e-06,327.87,340,5,0.013756,329.37
August,2,16:30,183,0,0.000531,286.86,409,4,0.010261,326.13,618,0,0.0,332.19,327,7,0.020957,328.54
August,2,17:00,157,0,4e-06,285.62,391,6,0.015296,326.42,580,0,0.0,330.76,306,2,0.008085,330.82
August,2,17:30,137,0,0.0,287.66,365,3,0.008943,323.39,550,0,0.0,325.39,293,1,0.003163,326.06
August,2,18:00,118,0,0.0,301.65,342,5,0.015528,323.58,499,0,0.0,326.05,278,2,0.00809,318.2
August,2,18:30,104,0,0.0,294.26,309,10,0.033934,318.45,453,0,0.0,326.03,254,1,0.003199,315.53
August,2,19:00,73,0,0.0,286.28,279,14,0.050123,313.4,403,0,0.0,327.72,232,0,0.000406,318.82
August,2,19:30,58,0,0.0,282.85,255,9,0.03703,322.61,359,0,0.0,326.07,216,1,0.005553,328.52
