Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,10,0,0.0,355.17,49,1,0.013045,308.41,104,0,0.0,319.69,72,0,0.0,320.51
August,1,0:30,9,0,0.0,362.68,36,0,0.005013,337.01,84,0,0.0,321.61,52,0,0.0,326.76
August,1,1:00,6,0,0.0,283.76,17,0,0.000464,344.6,64,0,0.0,329.66,39,0,0.0,320.69
August,1,1:30,4,0,0.0,225.84,9,0,5e-06,297.48,51,0,0.0,322.91,28,0,0.0,314.74
August,1,2:00,2,0,0.0,291.43,7,0,0.0,289.96,34,0,0.0,316.1,19,0,0.0,309.33
August,1,2:30,2,0,0.0,305.98,5,0,0.0,297.43,23,0,0.0,325.13,11,0,0.0,326.15
August,1,3:00,2,0,0.0,287.75,3,0,0.0,268.97,19,0,0.0,308.81,5,0,0.0,347.97
August,1,3:30,2,0,0.0,247.79,3,0,0.0,205.71,18,0,0.0,298.52,1,0,0.0,315.86
August,1,4:00,2,0,0.0,256.25,3,0,0.0,248.74,17,0,0.0,332.71,0,0,0.0,386.41
August,1,4:30,2,0,0.0,256.04,4,0,0.0,302.03,17,0,0.0,341.97,0,0,0.0,381.72
August,1,5:00,2,0,0.0,286.16,4,0,3.8e-05,278.55,17,0,0.0,363.29,0,0,0.0,293.92
August,1,5:30,2,0,0.0,228.91,4,0,0.006522,298.85,21,0,0.0,319.65,4,0,0.0,262.27
August,1,6:00,3,0,0.0,255.44,6,1,0.096562,346.46,33,0,6e-06,291.24,14,0,1e-05,253.92
August,1,6:30,5,0,0.0,288.82,11,2,0.145919,334.36,59,0,0.000516,273.93,26,0,0.000888,264.54
August,1,7:00,10,0,0.0,273.24,17,1,0.032744,306.16,102,1,0.006396,261.56,47,0,0.010461,279.46
August,1,7:30,22,0,0.0,294.87,30,0,0.000875,316.19,175,2,0.010396,262.22,77,1,0.017605,295.23
August,1,8:00,47,0,0.0,282.23,49,0,0.000536,314.26,283,1,0.002451,274.21,128,1,0.004012,294.4
August,1,8:30,79,0,1e-06,292.23,85,1,0.007008,315.21,412,1,0.002588,291.35,194,1,0.003064,290.34
August,1,9:00,114,0,0.000151,292.85,163,3,0.015561,305.39,566,7,0.012151,297.83,268,3,0.010945,293.82
August,1,9:30,144,0,0.002561,292.46,226,4,0.018894,312.57,706,15,0.020907,309.12,337,6,0.01857,289.9
August,1,10:00,176,1,0.005981,302.17,280,6,0.022123,320.87,842,11,0.01283,316.78,405,9,0.023088,295.61
August,1,10:30,214,1,0.004598,307.57,334,10,0.028883,331.4,953,12,0.012295,325.49,475,14,0.028924,304.09
August,1,11:00,239,3,0.011769,309.81,387,10,0.025476,334.77,1036,15,0.014238,329.58,532,11,0.0207,311.61
August,1,11:30,251,5,0.02187,309.95,423,10,0.024644,336.64,1066,20,0.018577,334.53,561,6,0.010349,314.61
August,1,12:00,272,9,0.032637,317.73,443,9,0.021347,335.16,1089,22,0.019838,335.82,580,5,0.009013,318.32
