Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,5,0,0.0,627.94,38,1,0.013681,289.82,66,0,0.0,325.77,43,0,0.0,325.36
August,1,0:30,4,0,0.0,455.71,28,0,0.005244,290.34,49,0,0.0,323.65,29,0,0.0,337.94
August,1,1:00,3,0,0.0,385.48,12,0,0.000526,388.59,36,0,0.0,322.37,21,0,0.0,354.4
August,1,1:30,2,0,0.0,470.23,7,0,6e-06,287.02,26,0,0.0,321.98,16,0,0.0,358.99
August,1,2:00,2,0,0.0,640.36,5,0,0.0,303.08,17,0,0.0,325.86,11,0,0.0,350.21
August,1,2:30,2,0,0.0,572.47,4,0,0.0,315.08,14,0,0.0,336.78,8,0,0.0,307.75
August,1,3:00,1,0,0.0,357.39,3,0,0.0,275.74,12,0,0.0,334.4,4,0,0.0,366.54
August,1,3:30,2,0,0.0,356.06,3,0,0.0,293.41,11,0,0.0,324.81,3,0,0.0,253.09
August,1,4:00,1,0,0.0,266.36,3,0,0.0,188.75,11,0,0.0,362.88,3,0,0.0,627.85
August,1,4:30,2,0,0.0,240.65,3,0,0.0,195.37,11,0,0.0,363.45,3,0,0.0,498.09
August,1,5:00,2,0,0.0,228.5,3,0,3.7e-05,287.2,12,0,0.0,397.5,3,0,0.0,346.8
August,1,5:30,2,0,0.0,254.84,3,0,0.00613,274.15,16,0,0.0,334.12,4,0,0.0,347.66
August,1,6:00,2,0,0.0,246.23,4,0,0.102126,279.05,25,0,2.3e-05,290.6,11,0,3.2e-05,226.62
August,1,6:30,3,0,0.0,274.83,9,1,0.13561,301.85,43,0,0.002192,285.9,20,0,0.002997,251.78
August,1,7:00,7,0,0.0,274.63,25,0,0.018242,254.25,76,2,0.02663,278.6,32,1,0.039012,256.43
August,1,7:30,13,0,0.0,317.81,41,0,0.000512,288.74,129,6,0.043636,270.33,60,3,0.058698,265.06
August,1,8:00,41,0,0.0,273.16,81,0,0.000264,288.27,254,2,0.008464,281.04,107,1,0.01239,272.51
August,1,8:30,71,0,2e-06,298.87,126,0,0.003829,304.24,370,3,0.008935,298.92,154,2,0.009897,284.09
August,1,9:00,129,0,0.000215,308.54,224,2,0.009153,296.41,581,21,0.036618,305.33,260,8,0.029003,285.12
August,1,9:30,170,1,0.003492,316.66,291,3,0.011877,310.17,749,46,0.060997,315.93,315,16,0.051212,286.86
August,1,10:00,193,2,0.008747,315.65,351,5,0.014272,315.77,879,33,0.038072,321.23,378,24,0.063734,292.3
August,1,10:30,226,2,0.006969,318.23,401,8,0.019504,320.76,979,36,0.037051,330.61,418,35,0.0846,299.37
August,1,11:00,239,5,0.01892,319.6,454,8,0.017606,322.64,1052,46,0.043376,334.37,459,28,0.061673,302.2
August,1,11:30,248,9,0.035626,320.51,498,8,0.016961,326.89,1086,61,0.056439,338.42,485,15,0.030836,302.8
August,1,12:00,252,14,0.056311,321.38,529,8,0.014478,326.96,1097,67,0.060924,340.62,508,13,0.026545,303.54
August,1,12:30,252,19,0.074626,322.79,538,13,0.023442,327.87,1096,69,0.063324,341.94,511,21,0.040178,308.54
August,1,13:00,251,9,0.034022,322.24,560,16,0.029377,333.51,1091,62,0.056633,344.3,512,26,0.051164,309.52
August,1,13:30,254,3,0.010558,323.52,580,19,0.032304,328.11,1094,72,0.065366,344.85,516,33,0.063082,309.04
August,1,14:00,261,5,0.019539,335.86,588,18,0.030596,328.34,1113,67,0.060646,344.21,532,39,0.073958,308.75
August,1,14:30,266,5,0.019563,316.01,594,13,0.021143,328.68,1109,32,0.028603,344.94,533,58,0.108335,295.22
August,1,15:00,265,1,0.00551,296.74,589,7,0.011424,324.78,1101,6,0.005496,349.22,531,34,0.063476,296.6
August,1,15:30,265,0,0.00025,319.0,582,6,0.010129,327.45,1094,2,0.002134,345.47,530,17,0.031818,293.15
August,1,16:00,259,0,0.000255,340.57,581,5,0.009246,332.87,1087,7,0.00642,346.17,537,13,0.024289,303.85
August,1,16:30,251,1,0.005693,320.07,567,4,0.006999,338.62,1057,9,0.008747,345.92,518,10,0.018788,316.21
August,1,17:00,222,5,0.020439,329.95,541,3,0.005945,338.69,999,13,0.012619,345.78,491,9,0.018617,316.67
August,1,17:30,196,3,0.01665,332.9,517,5,0.009035,337.91,924,8,0.008252,345.01,466,5,0.011666,316.16
August,1,18:00,150,1,0.008805,331.34,445,7,0.016736,339.82,779,12,0.015266,344.93,389,4,0.010955,316.0
August,1,18:30,132,2,0.012676,335.33,409,7,0.016389,339.11,695,13,0.018288,347.4,341,2,0.005669,317.36
August,1,19:00,87,1,0.006818,333.71,363,5,0.012546,335.55,616,17,0.027763,346.59,315,2,0.005743,317.79
August,1,19:30,68,0,0.000405,327.91,325,6,0.018187,327.57,546,23,0.042041,344.25,284,1,0.00234,320.7
August,1,20:00,53,0,3e-06,317.3,286,10,0.035608,326.36,457,21,0.045131,344.55,243,1,0.003745,309.73
August,1,20:30,45,0,0.0,315.1,249,6,0.024995,320.6,391,11,0.027626,342.52,217,5,0.024417,305.98
August,1,21:00,34,0,0.0,320.13,207,5,0.023444,319.74,327,8,0.025896,342.57,178,10,0.055122,308.53
August,1,21:30,24,0,0.0,329.11,175,3,0.015831,320.26,274,3,0.009672,337.07,155,3,0.021271,309.8
August,1,22:00,20,0,0.0,336.98,136,2,0.011763,315.96,221,0,0.00055,327.68,124,0,0.001236,309.31
August,1,22:30,13,0,0.0,335.07,108,1,0.008033,310.13,173,0,4e-06,322.43,100,0,9e-06,308.89
August,1,23:00,11,0,0.0,328.06,83,1,0.01486,295.28,129,0,0.0,320.84,79,0,0.0,307.61
August,1,23:30,8,0,0.0,281.61,65,0,0.007009,296.74,103,0,0.0,316.5,61,0,0.0,298.35
August,2,0:00,3,0,0.0,363.03,38,0,0.0,291.49,62,0,0.0,308.28,38,0,0.0,266.5
August,2,0:30,3,0,0.0,341.58,28,0,0.0,290.51,47,0,0.0,316.75,27,0,0.0,281.13
August,2,1:00,2,0,0.0,354.96,13,0,0.0,378.19,35,0,0.0,296.42,21,0,0.0,311.81
August,2,1:30,2,0,0.0,307.48,8,0,0.0,326.53,27,0,0.0,283.48,16,0,0.0,324.83
August,2,2:00,2,0,0.0,276.03,6,0,0.0,333.68,20,0,0.0,314.36,10,0,0.0,331.0
August,2,2:30,1,0,0.0,287.49,5,0,0.0,359.16,15,0,0.0,332.86,7,0,0.0,334.77
August,2,3:00,1,0,0.0,299.8,4,0,0.0,322.15,12,0,0.0,343.69,2,0,0.0,394.83
August,2,3:30,1,0,0.0,325.64,4,0,0.0,349.05,10,0,0.0,381.41,1,0,0.0,233.16
August,2,4:00,1,0,0.0,278.72,3,0,0.0,242.05,9,0,0.0,417.75,1,0,0.0,367.16
August,2,4:30,1,0,0.0,239.27,3,0,0.0,250.77,9,0,0.0,384.28,1,0,0.0,292.7
August,2,5:00,2,0,0.0,239.87,3,0,0.0,352.03,10,0,0.0,350.35,1,0,0.0,369.45
August,2,5:30,1,0,0.0,246.66,4,0,0.0,276.49,13,0,0.0,277.55,1,0,0.0,356.1
August,2,6:00,2,0,0.0,244.61,4,0,0.0,287.83,19,0,0.0,257.83,6,0,0.0,255.3
August,2,6:30,2,0,0.0,255.74,5,0,0.0,274.57,36,0,0.0,258.88,13,0,0.0,259.68
August,2,7:00,5,0,0.0,277.79,14,0,0.0,243.98,62,0,0.0,265.39,22,0,0.0,286.23
August,2,7:30,8,0,0.0,326.89,25,0,0.0,274.39,106,0,0.0,271.45,38,0,0.0,293.74
August,2,8:00,24,0,0.0,260.71,47,0,0.0,278.69,190,0,0.0,280.18,65,0,0.0,276.38
August,2,8:30,38,0,0.0,273.94,70,0,0.0,298.39,266,0,0.0,292.19,88,0,9e-06,288.14
August,2,9:00,77,0,0.0,270.98,143,0,0.0,303.83,360,0,0.0,300.55,165,0,0.00077,285.13
August,2,9:30,94,0,0.0,280.4,187,0,0.0,306.84,454,0,0.0,299.7,212,3,0.01395,281.94
August,2,10:00,114,0,0.0,278.21,231,0,4e-06,308.61,543,0,0.0,299.33,235,13,0.057372,288.77
August,2,10:30,152,0,0.0,282.69,260,0,0.000569,312.06,617,0,0.0,300.4,276,21,0.075918,299.48
August,2,11:00,162,0,0.0,289.54,284,3,0.011129,314.0,650,0,3e-06,308.48,312,12,0.039088,300.78
August,2,11:30,168,0,4e-06,290.66,317,9,0.028123,314.01,670,0,0.000464,314.66,330,6,0.018631,299.68
August,2,12:00,176,0,0.000647,291.77,350,6,0.018253,316.55,676,7,0.010365,314.75,345,3,0.007363,299.48
August,2,12:30,180,2,0.013507,292.76,369,11,0.02867,316.69,678,28,0.041248,316.44,348,5,0.01501,301.01
August,2,13:00,182,7,0.037108,293.45,391,11,0.02895,316.88,677,46,0.068383,323.91,351,11,0.031622,295.54
August,2,13:30,178,3,0.014403,293.23,404,15,0.036088,308.03,676,56,0.082466,325.83,354,10,0.029366,298.09
August,2,14:00,183,3,0.016474,294.65,423,9,0.022229,310.8,678,34,0.050198,329.12,365,5,0.014119,297.65
August,2,14:30,184,8,0.044255,298.37,429,2,0.00494,315.81,676,11,0.016476,327.89,367,7,0.018128,301.68
August,2,15:00,183,5,0.02714,297.36,429,0,0.00043,306.47,659,2,0.002683,329.72,364,5,0.01319,306.12
August,2,15:30,184,6,0.031696,296.83,433,2,0.004594,315.33,648,0,0.000109,327.73,359,7,0.019949,301.57
August,2,16:00,182,2,0.011257,293.0,427,6,0.013114,307.51,631,0,1e-06,325.94,351,5,0.014849,306.38
August,2,16:30,174,0,0.000553,289.69,409,4,0.009711,312.32,604,0,0.0,328.94,334,8,0.022923,301.07
August,2,17:00,164,0,4e-06,291.93,392,6,0.014401,313.23,582,0,0.0,327.95,316,3,0.00873,300.7
August,2,17:30,146,0,0.0,291.14,373,3,0.008287,313.45,555,0,0.0,325.32,300,1,0.00344,299.93
August,2,18:00,88,0,0.0,294.54,311,5,0.016167,314.13,465,0,0.0,326.15,242,3,0.010381,311.53
August,2,18:30,81,0,0.0,294.37,280,10,0.035455,313.52,423,0,0.0,324.78,218,1,0.004157,305.5
August,2,19:00,55,0,0.0,291.51,251,13,0.052602,302.09,375,0,0.0,325.58,196,0,0.000536,304.36
August,2,19:30,47,0,0.0,289.44,226,9,0.039447,310.48,343,0,0.0,326.96,181,1,0.007402,319.01
August,2,20:00,38,0,0.0,282.29,197,2,0.010877,310.21,306,0,0.0,323.64,155,4,0.02394,311.31
August,2,20:30,33,0,0.0,283.31,171,0,0.000548,305.31,270,0,0.0,322.12,143,1,0.009356,308.18
August,2,21:00,24,0,3e-05,286.28,151,0,4e-06,304.9,226,0,0.0,321.94,124,0,0.000508,313.54
August,2,21:30,18,0,0.006449,297.49,127,0,0.0,305.59,200,0,0.0,317.56,108,0,0.00033,316.53
August,2,22:00,15,2,0.162301,287.96,101,0,0.0,308.19,174,0,0.0,315.79,94,1,0.008016,315.89
