Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,9,0,0.0,377.58,49,1,0.011513,327.94,99,0,0.0,332.32,69,0,0.0,335.93
August,1,0:30,8,0,0.0,385.56,35,0,0.004424,358.35,80,0,0.0,334.31,50,0,0.0,342.49
August,1,1:00,5,0,0.0,301.67,17,0,0.00041,366.43,61,0,0.0,342.68,38,0,0.0,336.12
August,1,1:30,3,0,0.0,240.09,9,0,5e-06,316.32,48,0,0.0,335.66,27,0,0.0,329.88
August,1,2:00,2,0,0.0,309.82,7,0,0.0,308.32,33,0,0.0,328.59,19,0,0.0,324.21
August,1,2:30,2,0,0.0,325.28,5,0,0.0,316.27,22,0,0.0,337.97,11,0,0.0,341.85
August,1,3:00,2,0,0.0,305.91,3,0,0.0,286.0,18,0,0.0,321.01,4,0,0.0,364.72
August,1,3:30,2,0,0.0,263.42,3,0,0.0,218.74,17,0,0.0,310.32,1,0,0.0,331.06
August,1,4:00,2,0,0.0,272.42,3,0,0.0,264.49,16,0,0.0,345.86,0,0,0.0,405.01
August,1,4:30,2,0,0.0,272.19,4,0,0.0,321.16,16,0,0.0,355.48,0,0,0.0,400.09
August,1,5:00,2,0,0.0,304.22,4,0,3.4e-05,296.19,17,0,0.0,377.64,0,0,0.0,308.06
August,1,5:30,2,0,0.0,243.36,4,0,0.005756,317.78,20,0,0.0,332.28,4,0,0.0,274.89
August,1,6:00,3,0,0.0,271.56,6,0,0.085221,368.4,32,0,9e-06,302.75,14,0,1.7e-05,266.14
August,1,6:30,5,0,0.0,307.04,10,1,0.128781,355.53,57,0,0.000797,284.75,25,0,0.001523,277.27
August,1,7:00,9,0,0.0,290.48,17,0,0.028899,325.54,98,1,0.009885,271.9,45,1,0.017956,292.9
August,1,7:30,19,0,0.0,313.48,29,0,0.000773,336.22,167,3,0.016066,272.58,75,2,0.030219,309.44
August,1,8:00,42,0,0.0,300.04,49,0,0.000473,334.16,271,1,0.003787,285.04,124,1,0.006887,308.57
August,1,8:30,71,0,2e-06,310.67,84,1,0.006185,335.17,395,2,0.003999,302.86,187,1,0.005259,304.31
August,1,9:00,102,0,0.000205,311.33,161,2,0.013734,324.73,542,10,0.018777,309.59,259,5,0.018787,307.95
August,1,9:30,128,0,0.00346,310.91,224,4,0.016675,332.36,676,22,0.032308,321.33,326,10,0.031876,303.85
August,1,10:00,156,1,0.00808,321.23,277,5,0.019525,341.19,806,16,0.019827,329.29,392,16,0.039631,309.83
August,1,10:30,190,1,0.006213,326.98,331,8,0.025491,352.38,912,17,0.019,338.35,459,23,0.049649,318.73
August,1,11:00,213,3,0.015901,329.36,383,9,0.022484,355.98,991,22,0.022002,342.6,514,18,0.035532,326.6
August,1,11:30,223,7,0.029548,329.51,419,9,0.02175,357.96,1020,29,0.028709,347.75,543,10,0.017764,329.75
August,1,12:00,241,11,0.044095,337.78,438,8,0.01884,356.38,1042,32,0.030656,349.08,562,9,0.015471,333.64
August,1,12:30,254,14,0.055441,339.41,458,14,0.029734,360.32,1042,33,0.031804,348.9,579,13,0.022867,332.12
August,1,13:00,255,6,0.025098,346.61,476,18,0.037239,361.02,1029,30,0.028696,351.46,590,17,0.028606,331.69
August,1,13:30,248,2,0.008095,351.88,495,20,0.040758,359.56,1034,34,0.033053,353.48,591,21,0.03551,328.78
August,1,14:00,241,4,0.015882,353.12,510,19,0.038045,362.95,1040,32,0.031011,353.92,587,25,0.043173,331.43
August,1,14:30,239,4,0.016251,350.49,509,14,0.026551,366.7,1014,15,0.014935,352.83,589,37,0.063174,332.99
August,1,15:00,232,1,0.004705,347.71,495,7,0.014643,359.56,972,3,0.002975,354.42,575,22,0.037816,324.56
August,1,15:30,228,0,0.000218,356.24,485,6,0.013103,355.54,941,1,0.001185,352.1,545,11,0.019958,322.66
August,1,16:00,227,0,0.000218,357.76,479,6,0.012084,366.13,904,3,0.003689,353.46,520,8,0.016175,331.29
August,1,16:30,212,1,0.005042,339.82,456,4,0.009384,373.63,853,4,0.005178,352.43,494,6,0.012703,331.11
August,1,17:00,193,3,0.017598,348.17,439,3,0.007882,371.28,802,6,0.007506,354.13,458,6,0.01287,331.89
August,1,17:30,173,2,0.0141,358.19,417,5,0.012061,373.26,768,4,0.004743,353.91,425,4,0.008248,333.39
August,1,18:00,154,1,0.006406,363.61,387,8,0.020738,375.91,717,6,0.007929,353.33,397,3,0.006932,337.69
August,1,18:30,130,1,0.009651,369.38,350,7,0.020643,372.91,649,6,0.009366,356.1,360,1,0.003463,346.9
August,1,19:00,103,0,0.004315,362.16,308,5,0.015929,366.02,589,8,0.013861,355.33,335,1,0.00348,345.38
August,1,19:30,81,0,0.000258,356.61,270,6,0.023669,357.9,527,11,0.020799,353.32,295,0,0.001451,340.51
August,1,20:00,64,0,2e-06,334.76,240,11,0.045736,354.97,468,10,0.021027,353.78,257,1,0.002288,328.67
August,1,20:30,53,0,0.0,321.62,209,7,0.03209,341.56,400,5,0.012899,351.83,233,3,0.014645,322.23
August,1,21:00,40,0,0.0,335.74,175,5,0.029871,336.41,336,4,0.01204,350.73,200,6,0.031644,323.89
August,1,21:30,30,0,0.0,358.48,147,3,0.020361,340.52,275,1,0.004595,345.27,166,2,0.012861,328.2
August,1,22:00,21,0,0.0,391.94,120,2,0.014399,338.02,228,0,0.000256,335.12,146,0,0.000678,326.15
August,1,22:30,14,0,0.0,362.8,94,1,0.010012,336.09,189,0,2e-06,329.71,122,0,5e-06,325.8
August,1,23:00,11,0,0.0,356.91,75,1,0.017719,319.24,151,0,0.0,327.42,98,0,0.0,319.33
August,1,23:30,8,0,0.0,312.16,58,0,0.00843,318.67,131,0,0.0,324.5,83,0,0.0,305.51
August,2,0:00,7,0,0.0,346.84,57,0,0.0,302.58,77,0,0.0,317.09,66,0,0.0,307.47
August,2,0:30,7,0,0.0,363.32,41,0,0.0,308.18,63,0,0.0,325.15,49,0,0.0,306.86
August,2,1:00,7,0,0.0,362.75,21,0,0.0,342.75,49,0,0.0,302.43,37,0,0.0,338.24
August,2,1:30,5,0,0.0,337.5,13,0,0.0,360.39,40,0,0.0,294.8,28,0,0.0,363.45
August,2,2:00,4,0,0.0,255.72,9,0,0.0,373.67,30,0,0.0,308.27,20,0,0.0,363.32
August,2,2:30,3,0,0.0,297.1,7,0,0.0,321.34,22,0,0.0,311.38,14,0,0.0,372.57
August,2,3:00,4,0,0.0,355.3,6,0,0.0,325.49,19,0,0.0,331.17,6,0,0.0,351.91
August,2,3:30,4,0,0.0,460.79,4,0,0.0,274.51,15,0,0.0,378.64,1,0,0.0,264.49
August,2,4:00,4,0,0.0,397.62,4,0,0.0,223.98,13,0,0.0,397.94,0,0,0.0,216.85
August,2,4:30,4,0,0.0,279.42,4,0,0.0,346.2,12,0,0.0,367.07,0,0,0.0,259.04
August,2,5:00,5,0,0.0,218.62,3,0,0.0,439.21,15,0,0.0,329.93,1,0,0.0,308.27
August,2,5:30,6,0,0.0,231.43,4,0,0.0,332.08,18,0,0.0,276.72,2,0,0.0,286.31
August,2,6:00,6,0,0.0,261.17,4,0,0.0,278.15,27,0,0.0,267.39,9,0,0.0,240.32
August,2,6:30,6,0,0.0,259.41,7,0,0.0,271.22,40,0,0.0,266.37,20,0,0.0,265.72
August,2,7:00,10,0,0.0,287.57,12,0,0.0,290.7,62,0,0.0,270.37,34,0,0.0,305.1
August,2,7:30,17,0,0.0,311.2,20,0,0.0,305.56,100,0,0.0,273.44,58,0,0.0,311.46
August,2,8:00,27,0,0.0,292.69,32,0,0.0,295.37,154,0,0.0,280.81,86,0,0.0,305.28
August,2,8:30,37,0,0.0,294.13,56,0,0.0,311.05,219,0,0.0,293.18,124,0,8e-06,313.05
August,2,9:00,47,0,0.0,287.97,103,0,0.0,319.76,282,0,0.0,301.71,170,0,0.000992,305.57
August,2,9:30,56,0,0.0,311.58,140,0,0.0,324.97,349,0,0.0,298.09,207,4,0.018964,296.95
August,2,10:00,66,0,0.0,315.2,170,0,8e-06,323.38,424,0,0.0,299.32,247,18,0.072309,308.61
August,2,10:30,81,0,0.0,308.98,193,0,0.001151,328.96,492,0,0.0,305.94,289,28,0.096205,322.4
August,2,11:00,86,0,0.0,311.72,214,5,0.022192,327.03,540,0,4e-06,314.6,317,16,0.051022,318.29
August,2,11:30,95,0,7e-06,316.84,244,13,0.054918,328.16,596,0,0.000546,317.8,342,8,0.02387,316.26
August,2,12:00,124,0,0.000912,315.27,277,10,0.034693,327.23,641,7,0.011453,315.8,365,3,0.009235,314.36
August,2,12:30,155,2,0.015544,316.14,317,16,0.050163,327.76,659,29,0.044414,317.51,371,7,0.018686,312.82
August,2,13:00,181,7,0.036951,317.6,355,17,0.047861,324.2,671,48,0.072266,324.81,378,15,0.038941,318.87
August,2,13:30,193,3,0.0132,316.53,375,22,0.058388,327.95,677,58,0.08623,327.68,395,14,0.034929,318.62
August,2,14:00,203,3,0.014742,321.5,393,14,0.035853,332.31,682,36,0.052297,330.49,394,7,0.017342,319.18
August,2,14:30,207,8,0.039129,324.68,403,3,0.007879,335.46,679,12,0.017176,330.25,394,9,0.022378,318.65
August,2,15:00,205,5,0.02401,325.71,411,0,0.000674,333.44,679,2,0.002725,332.42,393,6,0.016204,322.1
August,2,15:30,210,6,0.02751,320.15,421,3,0.007083,331.95,666,0,0.000111,331.76,400,9,0.023755,321.15
August,2,16:00,209,2,0.009766,312.87,408,8,0.0206,332.77,649,0,1e-06,329.04,383,7,0.018049,329.92
August,2,16:30,195,0,0.000488,303.47,390,6,0.015266,332.63,635,0,0.0,333.38,372,10,0.027324,329.1
August,2,17:00,172,0,3e-06,302.16,376,8,0.02253,332.93,599,0,0.0,331.94,356,4,0.010274,331.38
August,2,17:30,150,0,0.0,304.31,358,5,0.012927,329.84,558,0,0.0,326.55,341,1,0.004017,326.61
August,2,18:00,123,0,0.0,319.11,337,8,0.022387,330.03,503,0,0.0,327.21,323,3,0.010325,318.74
August,2,18:30,96,0,0.0,311.3,304,15,0.048995,324.79,458,0,0.0,327.2,294,1,0.004083,316.06
August,2,19:00,78,0,0.0,302.86,277,20,0.071506,319.65,424,0,0.0,328.89,277,0,0.000504,319.36
August,2,19:30,71,0,0.0,299.22,250,13,0.053399,329.04,387,0,0.0,327.23,270,2,0.00658,329.07
August,2,20:00,71,0,0.0,315.3,218,3,0.014756,326.7,355,0,0.0,320.38,250,5,0.019721,327.02
August,2,20:30,61,0,0.0,316.84,192,0,0.000732,322.64,326,0,0.0,322.62,223,2,0.007954,323.2
August,2,21:00,50,0,1.4e-05,325.29,174,0,5e-06,323.42,287,0,0.0,324.62,183,0,0.000456,325.68
August,2,21:30,40,0,0.002919,349.15,150,0,0.0,329.32,247,0,0.0,319.54,162,0,0.000291,330.45
August,2,22:00,33,2,0.075067,315.91,122,0,0.0,324.47,212,0,0.0,318.87,144,1,0.006938,327.18
August,2,22:30,30,7,0.230447,331.14,101,0,0.0,309.55,185,0,0.0,317.65,125,3,0.022142,322.69
August,2,23:00,22,2,0.11358,365.94,80,0,0.0,282.69,150,0,0.0,315.61,105,1,0.009444,331.21
August,2,23:30,19,0,0.006145,323.06,66,0,0.0,283.04,124,0,0.0,312.65,93,0,0.000504,353.14
August,3,0:00,1,0,0.0,368.55,11,0,0.0,358.89,23,0,0.0,321.08,15,0,0.0,329.66
August,3,0:30,1,0,0.0,334.13,9,0,0.0,347.44,19,0,0.0,316.05,12,0,0.0,330.23
August,3,1:00,1,0,0.0,342.51,5,0,0.0,363.65,14,0,0.0,316.82,9,0,0.0,340.98
August,3,1:30,1,0,0.0,349.48,3,0,0.0,340.58,10,0,0.0,319.17,6,0,0.0,327.38
August,3,2:00,1,0,0.0,403.94,2,0,0.0,294.55,7,0,0.0,309.12,5,0,0.0,319.42
August,3,2:30,1,0,0.0,329.16,2,0,0.0,308.3,6,0,0.0,330.55,4,0,0.0,333.67
August,3,3:00,0,0,0.0,240.19,1,0,0.0,341.01,5,0,0.0,325.39,3,0,0.0,352.03
August,3,3:30,0,0,0.0,270.35,1,0,0.0,352.62,4,0,0.0,316.85,3,0,0.0,293.21
August,3,4:00,0,0,0.0,271.82,1,0,0.0,302.08,4,0,0.0,305.12,2,0,0.0,287.77
August,3,4:30,1,0,0.0,205.69,1,0,0.0,268.47,4,0,0.0,291.29,2,0,0.0,259.51
August,3,5:00,0,0,0.0,219.65,1,0,9.9e-05,268.72,5,0,0.0,299.04,2,0,0.0,269.14
August,3,5:30,0,0,0.0,234.55,1,0,0.011575,239.53,7,0,0.0,268.76,3,0,0.0,285.42
August,3,6:00,1,0,0.0,247.29,2,0,0.175109,245.69,12,0,0.0,258.85,6,0,0.0,259.9
August,3,6:30,1,0,0.0,236.87,5,1,0.200408,315.11,20,0,0.0,273.18,10,0,0.0,256.33
August,3,7:00,3,0,0.0,253.3,12,0,0.027976,299.82,36,0,0.0,260.06,18,0,5e-06,274.34
August,3,7:30,6,0,8e-06,305.77,22,0,0.001346,288.32,64,0,2e-06,264.48,33,0,0.000437,281.22
August,3,8:00,15,0,0.000586,317.16,41,0,0.007712,296.1,116,0,0.000145,283.99,58,0,0.00528,283.71
August,3,8:30,29,0,0.007226,327.81,65,1,0.013475,310.21,181,0,0.002117,299.47,91,1,0.010201,295.17
August,3,9:00,44,1,0.024167,328.12,97,1,0.005188,322.0,251,2,0.006612,314.55,137,2,0.015339,306.33
August,3,9:30,56,2,0.030717,336.84,128,1,0.007925,331.35,321,4,0.011461,327.59,176,6,0.032018,318.9
August,3,10:00,67,1,0.008407,342.3,159,3,0.020313,337.91,385,6,0.016149,332.01,210,6,0.029059,327.88
August,3,10:30,76,0,0.000345,339.02,180,6,0.033389,348.0,436,6,0.013531,339.59,235,9,0.038388,331.71
August,3,11:00,79,0,0.000342,344.66,198,5,0.026096,355.87,469,7,0.01524,347.42,254,7,0.026552,334.85
August,3,11:30,81,1,0.007068,349.05,210,6,0.028137,359.72,482,12,0.024248,351.14,269,7,0.024863,337.21
August,3,12:00,82,2,0.019516,343.46,225,5,0.022288,359.06,496,12,0.024022,350.3,283,8,0.027968,341.59
August,3,12:30,84,1,0.010459,333.6,235,6,0.026175,362.6,496,9,0.018843,351.81,287,9,0.030623,344.62
August,3,13:00,82,1,0.010626,336.49,246,6,0.024458,362.1,491,8,0.015967,355.16,284,7,0.02556,345.94
August,3,13:30,82,0,0.004073,347.02,254,7,0.02808,355.75,490,10,0.020523,359.58,288,6,0.019909,340.53
August,3,14:00,84,1,0.007295,348.19,256,5,0.020303,355.84,497,10,0.020531,361.09,296,5,0.017168,338.9
