Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,358.0,71,1,0.01075,327.39,98,0,0.0,326.42,41,0,0.0,319.44
August,1,0:30,5,0,0.0,365.57,45,0,0.004741,352.89,77,0,0.0,328.38,28,0,0.0,325.66
August,1,1:00,3,0,0.0,286.03,21,0,0.000453,361.77,57,0,0.0,336.59,22,0,0.0,319.61
August,1,1:30,2,0,0.0,227.64,11,0,5e-06,323.64,45,0,0.0,329.7,17,0,0.0,313.68
August,1,2:00,2,0,0.0,293.76,9,0,0.0,322.43,30,0,0.0,322.75,12,0,0.0,308.29
August,1,2:30,2,0,0.0,308.42,7,0,0.0,317.34,22,0,0.0,331.97,8,0,0.0,325.06
August,1,3:00,2,0,0.0,290.05,6,0,0.0,281.76,18,0,0.0,315.31,3,0,0.0,346.8
August,1,3:30,2,0,0.0,249.77,6,0,0.0,215.28,18,0,0.0,304.81,2,0,0.0,314.8
August,1,4:00,2,0,0.0,258.3,4,0,0.0,260.31,16,0,0.0,339.71,2,0,0.0,385.12
August,1,4:30,2,0,0.0,258.08,5,0,0.0,316.08,17,0,0.0,349.16,2,0,0.0,380.44
August,1,5:00,2,0,0.0,288.44,5,0,3.6e-05,291.51,17,0,0.0,370.94,2,0,0.0,292.93
August,1,5:30,2,0,0.0,230.74,5,0,0.006605,312.75,21,0,0.0,326.38,3,0,0.0,261.39
August,1,6:00,3,0,0.0,257.48,5,1,0.119211,362.57,31,0,6e-06,297.37,11,0,1.1e-05,253.07
August,1,6:30,3,0,0.0,291.12,12,2,0.147024,349.91,54,0,0.000577,279.7,19,0,0.001002,263.66
August,1,7:00,7,0,0.0,275.42,19,1,0.034984,320.4,97,1,0.006872,267.07,33,0,0.012395,278.6
August,1,7:30,14,0,0.0,297.23,33,0,0.00094,330.9,160,2,0.011604,267.74,60,1,0.018839,294.46
August,1,8:00,44,0,0.0,284.48,57,0,0.000544,328.88,281,1,0.00253,279.98,112,0,0.003785,293.38
August,1,8:30,81,0,1e-06,294.56,89,1,0.007913,329.87,414,1,0.00264,297.48,167,0,0.00285,289.51
August,1,9:00,124,0,6.7e-05,295.19,199,3,0.015112,319.59,580,7,0.012123,304.1,265,2,0.008136,294.09
August,1,9:30,159,0,0.001124,294.8,273,5,0.018523,327.11,717,15,0.02108,315.63,321,5,0.014812,288.83
August,1,10:00,185,1,0.002797,305.22,341,7,0.021495,335.79,870,11,0.012717,323.44,381,9,0.022302,293.12
August,1,10:30,221,1,0.003069,311.62,394,11,0.02906,346.81,981,12,0.012221,332.34,423,12,0.028772,300.68
August,1,11:00,237,2,0.010137,311.4,453,12,0.025773,350.35,1059,15,0.014242,336.52,465,10,0.020881,308.46
August,1,11:30,248,5,0.02059,311.02,513,12,0.024091,352.3,1087,20,0.018653,341.57,487,5,0.010145,312.09
August,1,12:00,254,9,0.034215,320.31,530,11,0.021137,350.75,1103,22,0.020038,342.88,505,5,0.009253,316.86
August,1,12:30,255,11,0.04492,322.52,553,18,0.033388,354.62,1113,23,0.020613,342.71,509,7,0.014367,315.79
August,1,13:00,254,5,0.019635,328.78,586,24,0.041048,355.31,1100,20,0.018575,345.22,509,9,0.018334,315.4
August,1,13:30,254,2,0.006031,334.24,619,27,0.04426,353.87,1100,24,0.021501,347.2,512,12,0.022666,312.63
August,1,14:00,260,3,0.011839,335.29,629,26,0.041842,357.21,1101,22,0.020269,347.64,526,14,0.026685,315.15
August,1,14:30,263,3,0.011909,332.28,616,18,0.029788,360.9,1090,10,0.009617,346.57,526,21,0.039129,316.63
August,1,15:00,261,1,0.003403,327.97,581,10,0.016915,353.87,1055,2,0.001897,348.12,526,12,0.022887,308.62
August,1,15:30,260,0,0.000918,335.31,570,9,0.015122,349.91,1028,1,0.000751,345.85,523,6,0.011507,306.81
August,1,16:00,256,1,0.002308,339.26,565,8,0.013901,360.34,999,2,0.00231,347.18,524,5,0.008879,315.02
August,1,16:30,242,1,0.004382,325.23,534,6,0.010857,367.72,940,3,0.003253,346.18,509,3,0.006822,314.85
August,1,17:00,214,3,0.012846,330.68,513,5,0.00915,365.4,885,4,0.004711,347.84,483,3,0.006744,315.59
August,1,17:30,190,2,0.010352,339.44,481,7,0.014191,367.36,842,3,0.002992,347.63,459,2,0.004226,317.01
August,1,18:00,162,1,0.0049,344.75,439,11,0.024811,369.96,780,4,0.005044,347.06,401,2,0.003821,321.1
August,1,18:30,139,1,0.007247,350.23,404,10,0.024252,367.01,707,4,0.005946,349.78,348,1,0.001993,329.86
August,1,19:00,92,0,0.003875,343.39,358,7,0.018566,360.24,636,6,0.008892,349.02,322,1,0.002004,328.41
August,1,19:30,73,0,0.00023,338.13,324,9,0.026736,352.39,567,8,0.013388,347.05,293,0,0.00081,323.78
August,1,20:00,56,0,2e-06,317.41,296,15,0.050272,349.74,496,7,0.013734,347.5,246,0,0.00132,312.52
August,1,20:30,47,0,0.0,304.94,254,9,0.035908,336.21,424,4,0.008438,345.58,217,2,0.008679,306.4
August,1,21:00,36,0,0.0,318.34,204,7,0.034749,330.59,351,3,0.007983,344.51,177,3,0.0197,307.98
August,1,21:30,26,0,0.0,339.89,179,4,0.022668,333.82,287,1,0.003046,339.14,151,1,0.007798,312.08
August,1,22:00,21,0,0.0,371.62,143,2,0.016343,332.2,237,0,0.00017,329.17,122,0,0.000446,310.13
August,1,22:30,14,0,0.0,343.99,117,1,0.010885,330.75,196,0,1e-06,323.86,103,0,3e-06,309.8
August,1,23:00,13,0,0.0,338.4,88,2,0.020281,314.19,149,0,0.0,321.61,81,0,0.0,303.65
August,1,23:30,9,0,0.0,295.97,71,1,0.009351,313.63,128,0,0.0,318.74,62,0,0.0,290.5
August,2,0:00,4,0,0.0,327.86,58,0,0.0,296.67,79,0,0.0,315.96,40,0,0.0,306.95
August,2,0:30,4,0,0.0,343.43,43,0,0.0,302.16,62,0,0.0,324.0,28,0,0.0,306.34
August,2,1:00,3,0,0.0,342.9,20,0,0.0,336.05,46,0,0.0,301.36,22,0,0.0,337.67
August,2,1:30,2,0,0.0,319.03,13,0,0.0,353.34,37,0,0.0,293.75,17,0,0.0,362.84
August,2,2:00,1,0,0.0,241.73,9,0,0.0,366.36,27,0,0.0,307.17,12,0,0.0,362.71
August,2,2:30,1,0,0.0,280.84,7,0,0.0,315.05,20,0,0.0,310.27,8,0,0.0,371.94
August,2,3:00,1,0,0.0,335.85,9,0,0.0,319.13,17,0,0.0,329.99,2,0,0.0,351.32
August,2,3:30,1,0,0.0,435.57,5,0,0.0,269.14,13,0,0.0,377.29,1,0,0.0,264.05
August,2,4:00,1,0,0.0,375.86,4,0,0.0,219.6,13,0,0.0,396.52,1,0,0.0,216.48
