Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,8,0,0.0,358.94,30,1,0.018948,308.41,79,0,0.0,321.03,37,0,0.0,320.51
August,1,0:30,5,0,0.0,366.53,21,0,0.007694,337.01,57,0,0.0,322.96,30,0,0.0,326.76
August,1,1:00,4,0,0.0,286.78,10,0,0.000718,344.6,41,0,0.0,331.04,23,0,0.0,320.69
August,1,1:30,3,0,0.0,228.24,6,0,8e-06,297.48,31,0,0.0,324.26,17,0,0.0,314.74
August,1,2:00,2,0,0.0,294.53,5,0,0.0,289.96,21,0,0.0,317.43,11,0,0.0,309.33
August,1,2:30,2,0,0.0,309.23,4,0,0.0,297.43,17,0,0.0,326.49,8,0,0.0,326.15
August,1,3:00,2,0,0.0,290.81,3,0,0.0,268.97,12,0,0.0,310.11,2,0,0.0,347.97
August,1,3:30,2,0,0.0,250.42,3,0,0.0,205.71,12,0,0.0,299.78,1,0,0.0,315.86
August,1,4:00,2,0,0.0,258.98,3,0,0.0,248.74,11,0,0.0,334.11,1,0,0.0,386.41
August,1,4:30,2,0,0.0,258.76,3,0,0.0,302.03,11,0,0.0,343.4,1,0,0.0,381.72
August,1,5:00,2,0,0.0,289.2,3,0,4.6e-05,278.55,11,0,0.0,364.82,1,0,0.0,293.92
August,1,5:30,3,0,0.0,231.35,3,0,0.007087,298.85,15,0,0.0,320.99,2,0,0.0,262.27
August,1,6:00,4,0,0.0,258.16,3,0,0.145373,346.46,24,0,7e-06,292.46,11,0,1.2e-05,253.92
August,1,6:30,4,0,0.0,291.89,5,1,0.257956,334.36,43,0,0.000689,275.08,19,0,0.001114,264.54
August,1,7:00,10,0,0.0,276.14,17,0,0.029337,306.16,81,1,0.007718,262.66,31,0,0.014604,279.46
August,1,7:30,17,0,0.0,298.01,32,0,0.000726,316.19,129,2,0.01351,263.32,62,1,0.020363,295.23
August,1,8:00,52,0,0.0,285.23,72,0,0.000329,314.26,265,1,0.00252,275.36,128,0,0.003696,294.4
August,1,8:30,91,0,1e-06,295.33,107,1,0.004998,315.21,389,1,0.002632,292.57,192,1,0.002861,290.34
August,1,9:00,122,0,0.000136,295.97,164,2,0.013859,305.39,535,7,0.012331,299.08,297,3,0.009126,293.82
August,1,9:30,158,0,0.002245,295.57,211,4,0.018111,312.57,708,14,0.020029,310.42,367,6,0.015774,289.9
August,1,10:00,184,1,0.005474,305.38,256,6,0.021594,320.87,845,10,0.012284,318.11,429,9,0.020149,295.61
August,1,10:30,225,1,0.004194,310.84,298,9,0.029015,331.4,879,11,0.012795,326.86,446,13,0.028446,304.09
August,1,11:00,252,3,0.010695,313.1,331,9,0.02669,334.77,941,14,0.015052,330.97,468,10,0.021746,311.61
August,1,11:30,260,5,0.020223,313.25,369,9,0.025267,336.64,981,19,0.019384,335.94,499,5,0.01075,314.61
August,1,12:00,266,8,0.031854,321.11,408,8,0.020762,335.16,1009,21,0.020562,337.23,506,5,0.009565,318.32
August,1,12:30,262,11,0.042809,322.66,413,14,0.033728,338.86,1009,22,0.021325,337.05,511,7,0.014414,316.87
August,1,13:00,259,5,0.019687,329.5,419,18,0.043428,339.52,1011,19,0.018958,339.52,504,9,0.018633,316.46
August,1,13:30,252,2,0.00636,334.51,421,21,0.049174,338.14,1008,22,0.022005,341.47,513,12,0.022756,313.68
August,1,14:00,254,3,0.012002,335.7,443,20,0.044877,341.33,1032,21,0.020272,341.9,531,14,0.026587,316.22
August,1,14:30,261,3,0.011883,333.19,449,14,0.030866,344.86,1027,10,0.009577,340.85,527,21,0.039293,317.7
August,1,15:00,250,1,0.003489,330.55,459,7,0.016194,338.14,1023,2,0.001835,342.38,521,12,0.023252,309.66
August,1,15:30,252,0,0.000157,338.66,453,7,0.014388,334.36,1009,1,0.000718,340.14,515,6,0.011757,307.84
August,1,16:00,252,0,0.000156,340.1,447,6,0.013274,344.32,999,2,0.002166,341.45,531,5,0.008825,316.08
August,1,16:30,237,1,0.003602,323.05,426,4,0.01028,351.38,933,3,0.003075,340.46,508,3,0.006873,315.91
August,1,17:00,207,3,0.013077,330.99,411,4,0.008648,349.16,888,4,0.004403,342.1,475,3,0.0069,316.66
August,1,17:30,179,2,0.010866,340.52,386,5,0.013373,351.03,811,2,0.002916,341.89,428,2,0.004556,318.08
August,1,18:00,156,1,0.005052,345.66,352,8,0.023392,353.52,771,4,0.004788,341.33,440,2,0.003481,322.19
August,1,18:30,130,1,0.007711,351.15,308,7,0.024087,350.7,677,4,0.005824,344.01,387,1,0.001793,330.97
August,1,19:00,89,0,0.003958,344.29,278,5,0.018095,344.22,613,5,0.008653,343.26,336,1,0.001931,329.52
August,1,19:30,68,0,0.000244,339.01,246,7,0.026533,336.58,534,7,0.013339,341.32,309,0,0.000773,324.87
