Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,9,0,0.0,349.14,41,1,0.013045,311.91,91,0,0.0,319.44,60,0,0.0,316.75
August,1,0:30,7,0,0.0,356.52,30,0,0.005013,340.83,73,0,0.0,321.36,43,0,0.0,322.92
August,1,1:00,5,0,0.0,278.95,14,0,0.000464,348.51,56,0,0.0,329.4,32,0,0.0,316.92
August,1,1:30,3,0,0.0,222.0,8,0,5e-06,300.86,44,0,0.0,322.66,23,0,0.0,311.04
August,1,2:00,2,0,0.0,286.49,6,0,0.0,293.25,30,0,0.0,315.86,16,0,0.0,305.69
August,1,2:30,2,0,0.0,300.78,4,0,0.0,300.81,21,0,0.0,324.88,10,0,0.0,322.32
August,1,3:00,2,0,0.0,282.87,3,0,0.0,272.02,17,0,0.0,308.57,4,0,0.0,343.88
August,1,3:30,1,0,0.0,243.59,3,0,0.0,208.05,16,0,0.0,298.29,1,0,0.0,312.15
August,1,4:00,2,0,0.0,251.91,3,0,0.0,251.56,15,0,0.0,332.45,0,0,0.0,381.87
August,1,4:30,2,0,0.0,251.69,3,0,0.0,305.46,15,0,0.0,341.7,0,0,0.0,377.24
August,1,5:00,2,0,0.0,281.3,3,0,3.8e-05,281.71,15,0,0.0,363.01,0,0,0.0,290.46
August,1,5:30,2,0,0.0,225.03,3,0,0.006522,302.24,19,0,0.0,319.4,4,0,0.0,259.19
August,1,6:00,2,0,0.0,251.11,5,0,0.096562,350.39,29,0,6e-06,291.01,12,0,1e-05,250.94
August,1,6:30,4,0,0.0,283.92,9,1,0.145919,338.15,52,0,0.000516,273.72,22,0,0.000888,261.43
August,1,7:00,9,0,0.0,268.6,14,0,0.032744,309.63,90,1,0.006396,261.36,39,0,0.010461,276.17
August,1,7:30,18,0,0.0,289.87,25,0,0.000875,319.78,154,2,0.010396,262.02,64,1,0.017605,291.76
August,1,8:00,40,0,0.0,277.44,41,0,0.000536,317.83,249,1,0.002451,274.0,107,0,0.004012,290.94
August,1,8:30,68,0,1e-06,287.27,71,0,0.007008,318.78,363,1,0.002588,291.12,162,0,0.003064,286.93
August,1,9:00,97,0,0.000151,287.88,136,2,0.015561,308.85,498,6,0.012151,297.6,223,2,0.010945,290.36
August,1,9:30,123,0,0.002561,287.5,189,4,0.018894,316.12,621,13,0.020907,308.88,282,5,0.01857,286.5
August,1,10:00,150,1,0.005981,297.04,233,5,0.022123,324.51,741,10,0.01283,316.53,338,8,0.023088,292.13
August,1,10:30,182,1,0.004598,302.35,279,8,0.028883,335.16,838,10,0.012295,325.24,396,11,0.028924,300.52
August,1,11:00,204,2,0.011769,304.55,323,8,0.025476,338.57,911,13,0.014238,329.33,443,9,0.0207,307.95
August,1,11:30,214,5,0.02187,304.69,353,9,0.024644,340.46,937,17,0.018577,334.27,468,5,0.010349,310.91
August,1,12:00,231,8,0.032637,312.34,370,8,0.021347,338.96,957,19,0.019838,335.56,484,4,0.009013,314.58
August,1,12:30,243,10,0.041035,313.85,386,13,0.033691,342.71,958,20,0.02058,335.38,499,7,0.013322,313.15
August,1,13:00,245,5,0.018576,320.5,402,17,0.042195,343.37,946,18,0.018569,337.84,509,8,0.016665,312.75
August,1,13:30,238,1,0.005991,325.38,418,19,0.046182,341.98,950,20,0.021388,339.78,510,11,0.020687,310.0
August,1,14:00,231,3,0.011755,326.53,430,19,0.043107,345.21,955,19,0.020067,340.21,507,13,0.025152,312.5
August,1,14:30,230,3,0.012029,324.09,430,13,0.030084,348.78,932,9,0.009664,339.16,508,19,0.036804,313.97
August,1,15:00,223,1,0.003482,321.52,418,7,0.016592,341.98,893,2,0.001925,340.68,496,11,0.022031,306.02
August,1,15:30,219,0,0.000161,329.41,409,6,0.014847,338.15,865,1,0.000767,338.46,470,5,0.011627,304.23
August,1,16:00,218,0,0.000161,330.82,404,6,0.013693,348.23,830,2,0.002387,339.76,448,4,0.009423,312.37
August,1,16:30,204,1,0.003732,314.22,384,4,0.010632,355.37,784,3,0.003351,338.78,426,3,0.007401,312.2
August,1,17:00,185,2,0.013025,321.95,371,3,0.00893,353.13,737,4,0.004857,340.41,395,3,0.007498,312.94
August,1,17:30,166,2,0.010436,331.22,352,5,0.013666,355.01,706,2,0.003069,340.2,366,2,0.004805,314.35
August,1,18:00,148,1,0.004741,336.22,326,8,0.023498,357.53,659,3,0.005131,339.64,342,1,0.004038,318.4
August,1,18:30,125,1,0.007143,341.56,295,7,0.02339,354.67,596,4,0.006061,342.3,310,1,0.002017,327.08
August,1,19:00,99,0,0.003194,334.89,260,5,0.018048,348.13,541,5,0.008969,341.56,289,1,0.002027,325.65
August,1,19:30,77,0,0.000191,329.76,227,6,0.026818,340.4,485,7,0.013459,339.63,255,0,0.000845,321.06
August,1,20:00,62,0,1e-06,309.55,202,10,0.051822,337.61,430,6,0.013607,340.08,221,0,0.001333,309.89
August,1,20:30,50,0,0.0,297.39,177,6,0.03636,324.87,368,3,0.008347,338.19,201,2,0.008532,303.82
August,1,21:00,38,0,0.0,310.46,148,5,0.033847,319.96,309,2,0.007791,337.14,172,3,0.018435,305.39
August,1,21:30,28,0,0.0,331.48,124,3,0.023071,323.87,253,1,0.002973,331.89,143,1,0.007493,309.45
August,1,22:00,20,0,0.0,362.43,101,2,0.016315,321.5,209,0,0.000165,322.14,126,0,0.000395,307.52
August,1,22:30,14,0,0.0,335.48,79,1,0.011344,319.66,174,0,1e-06,316.94,105,0,3e-06,307.19
August,1,23:00,11,0,0.0,330.03,63,1,0.020077,303.64,139,0,0.0,314.73,85,0,0.0,301.09
August,1,23:30,8,0,0.0,288.65,49,0,0.009551,303.09,120,0,0.0,311.92,71,0,0.0,288.06
August,2,0:00,6,0,0.0,317.08,48,0,0.0,290.67,73,0,0.0,308.92,54,0,0.0,293.01
August,2,0:30,6,0,0.0,332.14,34,0,0.0,296.05,60,0,0.0,316.78,40,0,0.0,292.43
August,2,1:00,6,0,0.0,331.62,18,0,0.0,329.26,47,0,0.0,294.65,30,0,0.0,322.33
August,2,1:30,5,0,0.0,308.54,11,0,0.0,346.2,38,0,0.0,287.21,23,0,0.0,346.36
August,2,2:00,3,0,0.0,233.77,8,0,0.0,358.96,28,0,0.0,300.33,17,0,0.0,346.24
August,2,2:30,3,0,0.0,271.61,5,0,0.0,308.69,21,0,0.0,303.36,11,0,0.0,355.05
August,2,3:00,4,0,0.0,324.81,5,0,0.0,312.67,19,0,0.0,322.64,5,0,0.0,335.36
August,2,3:30,4,0,0.0,421.25,4,0,0.0,263.7,14,0,0.0,368.89,1,0,0.0,252.05
August,2,4:00,3,0,0.0,363.49,3,0,0.0,215.16,13,0,0.0,387.69,0,0,0.0,206.65
August,2,4:30,4,0,0.0,255.44,3,0,0.0,332.57,12,0,0.0,357.62,0,0,0.0,246.86
August,2,5:00,5,0,0.0,199.86,3,0,0.0,421.92,15,0,0.0,321.44,1,0,0.0,293.78
August,2,5:30,5,0,0.0,211.56,3,0,0.0,319.01,17,0,0.0,269.6,2,0,0.0,272.84
August,2,6:00,6,0,0.0,238.75,4,0,0.0,267.2,26,0,0.0,260.51,8,0,0.0,229.02
August,2,6:30,5,0,0.0,237.15,6,0,0.0,260.54,39,0,0.0,259.52,16,0,0.0,253.22
August,2,7:00,9,0,0.0,262.89,10,0,0.0,279.25,60,0,0.0,263.41,28,0,0.0,290.75
August,2,7:30,15,0,0.0,284.49,17,0,0.0,293.53,95,0,0.0,266.4,47,0,0.0,296.82
August,2,8:00,24,0,0.0,267.58,27,0,0.0,283.74,148,0,0.0,273.58,70,0,0.0,290.92
August,2,8:30,33,0,0.0,268.89,47,0,0.0,298.8,209,0,0.0,285.63,101,0,5e-06,298.33
August,2,9:00,43,0,0.0,263.26,86,0,0.0,307.17,269,0,0.0,293.95,138,0,0.000583,291.2
August,2,9:30,50,0,0.0,284.84,117,0,0.0,312.18,333,0,0.0,290.42,169,2,0.011151,282.98
August,2,10:00,60,0,0.0,288.15,142,0,7e-06,310.65,406,0,0.0,291.61,201,9,0.042516,294.1
August,2,10:30,74,0,0.0,282.47,161,0,0.001061,316.01,470,0,0.0,298.06,235,13,0.056566,307.24
August,2,11:00,78,0,0.0,284.97,179,4,0.020455,314.16,516,0,2e-06,306.5,259,8,0.03,303.33
August,2,11:30,86,0,7e-06,289.64,204,10,0.050619,315.25,570,0,0.000374,309.62,279,4,0.014035,301.39
