Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,10,0,0.0,376.89,49,1,0.013045,323.83,104,0,0.0,337.08,71,0,0.0,336.54
August,1,0:30,9,0,0.0,384.86,36,0,0.005013,353.86,84,0,0.0,339.1,51,0,0.0,343.1
August,1,1:00,6,0,0.0,301.12,17,0,0.000464,361.84,64,0,0.0,347.59,38,0,0.0,336.72
August,1,1:30,4,0,0.0,239.65,9,0,5e-06,312.36,51,0,0.0,340.47,27,0,0.0,330.48
August,1,2:00,2,0,0.0,309.26,7,0,0.0,304.45,34,0,0.0,333.3,19,0,0.0,324.79
August,1,2:30,2,0,0.0,324.69,5,0,0.0,312.31,23,0,0.0,342.82,11,0,0.0,342.46
August,1,3:00,2,0,0.0,305.35,3,0,0.0,282.42,19,0,0.0,325.61,5,0,0.0,365.37
August,1,3:30,2,0,0.0,262.94,3,0,0.0,216.0,18,0,0.0,314.77,1,0,0.0,331.65
August,1,4:00,2,0,0.0,271.93,3,0,0.0,261.18,17,0,0.0,350.81,0,0,0.0,405.73
August,1,4:30,2,0,0.0,271.7,4,0,0.0,317.13,17,0,0.0,360.57,0,0,0.0,400.81
August,1,5:00,2,0,0.0,303.66,4,0,3.8e-05,292.48,17,0,0.0,383.06,0,0,0.0,308.61
August,1,5:30,2,0,0.0,242.91,4,0,0.006522,313.79,21,0,0.0,337.04,4,0,0.0,275.38
August,1,6:00,3,0,0.0,271.06,6,1,0.096562,363.78,33,0,6e-06,307.09,14,0,1e-05,266.62
August,1,6:30,5,0,0.0,306.48,11,2,0.145919,351.08,60,0,0.000516,288.83,25,0,0.000888,277.77
August,1,7:00,10,0,0.0,289.95,17,1,0.032744,321.46,102,1,0.006396,275.79,46,0,0.010461,293.43
August,1,7:30,22,0,0.0,312.91,30,0,0.000875,332.0,175,2,0.010396,276.49,76,1,0.017605,309.99
August,1,8:00,47,0,0.0,299.49,49,0,0.000536,329.97,284,1,0.002451,289.13,126,1,0.004012,309.12
