Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,373.4,46,1,0.016649,318.94,71,0,0.0,334.81,45,0,0.0,334.7
August,1,0:30,5,0,0.0,381.3,32,0,0.006645,348.52,54,0,0.0,336.82,30,0,0.0,341.23
August,1,1:00,4,0,0.0,298.33,15,0,0.000635,356.38,40,0,0.0,345.25,24,0,0.0,334.88
August,1,1:30,2,0,0.0,237.43,9,0,6e-06,307.64,30,0,0.0,338.18,18,0,0.0,328.67
August,1,2:00,2,0,0.0,306.39,7,0,0.0,299.86,20,0,0.0,331.06,13,0,0.0,323.02
August,1,2:30,2,0,0.0,321.69,6,0,0.0,307.59,17,0,0.0,340.51,9,0,0.0,340.59
August,1,3:00,2,0,0.0,302.52,5,0,0.0,278.15,14,0,0.0,323.43,4,0,0.0,363.37
August,1,3:30,2,0,0.0,260.51,4,0,0.0,212.74,13,0,0.0,312.65,2,0,0.0,329.84
August,1,4:00,2,0,0.0,269.41,4,0,0.0,257.23,13,0,0.0,348.45,2,0,0.0,403.52
August,1,4:30,2,0,0.0,269.18,4,0,0.0,312.35,13,0,0.0,358.15,2,0,0.0,398.62
August,1,5:00,2,0,0.0,300.85,4,0,5.1e-05,288.07,14,0,0.0,380.48,2,0,0.0,306.93
August,1,5:30,2,0,0.0,240.67,4,0,0.007723,309.06,17,0,0.0,334.77,3,0,0.0,273.88
August,1,6:00,3,0,0.0,268.56,5,1,0.128264,358.29,28,0,7e-06,305.02,11,0,1.1e-05,265.16
August,1,6:30,3,0,0.0,303.65,9,2,0.197393,345.78,45,0,0.000691,286.89,20,0,0.001008,276.25
August,1,7:00,8,0,0.0,287.27,26,1,0.024736,316.61,89,1,0.00754,273.94,35,0,0.012467,291.83
August,1,7:30,15,0,0.0,310.01,46,0,0.000671,326.99,144,2,0.012938,274.63,64,1,0.01895,308.3
August,1,8:00,48,0,0.0,296.72,88,0,0.000352,324.99,277,1,0.002569,287.19,121,0,0.003809,307.44
August,1,8:30,88,0,1e-06,307.23,137,1,0.005173,325.97,423,1,0.002584,305.13,180,1,0.00296,303.2
August,1,9:00,134,0,0.000123,307.89,235,3,0.012776,315.82,627,7,0.011217,311.92,287,3,0.009198,306.82
August,1,9:30,172,0,0.00206,307.48,307,5,0.01648,323.25,793,15,0.019053,323.75,347,6,0.016243,302.74
August,1,10:00,200,1,0.005041,317.68,374,7,0.019581,331.83,929,11,0.011899,331.76,412,8,0.020432,308.69
August,1,10:30,239,1,0.003943,323.36,430,11,0.026612,342.72,1045,12,0.011477,340.89,456,12,0.027063,317.55
