Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,366.29,45,1,0.017125,312.87,69,0,0.0,328.44,43,0,0.0,328.32
August,1,0:30,5,0,0.0,374.03,31,0,0.006834,341.88,53,0,0.0,330.41,29,0,0.0,334.73
August,1,1:00,3,0,0.0,292.65,15,0,0.000653,349.59,39,0,0.0,338.68,23,0,0.0,328.51
August,1,1:30,2,0,0.0,232.91,9,0,7e-06,301.78,29,0,0.0,331.74,18,0,0.0,322.41
August,1,2:00,2,0,0.0,300.56,7,0,0.0,294.15,19,0,0.0,324.75,12,0,0.0,316.87
August,1,2:30,2,0,0.0,315.56,5,0,0.0,301.73,16,0,0.0,334.03,9,0,0.0,334.1
August,1,3:00,2,0,0.0,296.76,4,0,0.0,272.86,13,0,0.0,317.26,3,0,0.0,356.45
August,1,3:30,2,0,0.0,255.55,4,0,0.0,208.69,13,0,0.0,306.69,2,0,0.0,323.56
August,1,4:00,2,0,0.0,264.28,4,0,0.0,252.34,13,0,0.0,341.82,2,0,0.0,395.83
August,1,4:30,2,0,0.0,264.06,4,0,0.0,306.4,12,0,0.0,351.32,2,0,0.0,391.03
August,1,5:00,2,0,0.0,295.12,4,0,5.2e-05,282.58,14,0,0.0,373.23,2,0,0.0,301.08
August,1,5:30,2,0,0.0,236.08,4,0,0.007943,303.17,17,0,0.0,328.4,3,0,0.0,268.66
August,1,6:00,3,0,0.0,263.44,5,1,0.131929,351.47,27,0,7e-06,299.21,11,0,1.1e-05,260.11
August,1,6:30,3,0,0.0,297.86,9,2,0.203032,339.19,44,0,0.000711,281.43,20,0,0.001036,270.99
August,1,7:00,8,0,0.0,281.8,26,1,0.025443,310.58,86,1,0.007755,268.72,34,0,0.012824,286.27
August,1,7:30,14,0,0.0,304.11,45,0,0.000691,320.77,140,2,0.013307,269.4,63,1,0.019491,302.43
