Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,9,0,0.0,367.77,51,2,0.043482,330.17,109,3,0.025946,334.31,61,0,0.0,329.43
August,1,0:30,9,0,0.0,388.27,34,1,0.018188,374.8,88,1,0.008863,318.18,48,0,0.0,331.57
August,1,1:00,6,0,0.0,330.76,17,0,0.001669,407.55,65,0,0.000538,307.16,36,0,0.0,321.0
August,1,1:30,3,0,0.0,204.45,9,0,1.8e-05,381.03,51,0,4e-06,330.87,23,0,0.0,328.18
August,1,2:00,2,0,0.0,207.64,7,0,0.0,339.18,36,0,0.0,346.64,16,0,0.0,316.37
August,1,2:30,3,0,0.0,276.11,5,0,0.0,376.02,27,0,0.0,334.16,9,0,0.0,339.83
August,1,3:00,2,0,0.0,373.23,4,0,0.0,346.8,21,0,0.0,326.9,4,0,0.0,383.92
August,1,3:30,2,0,0.0,511.54,3,0,0.0,263.12,19,0,0.0,326.51,1,0,0.0,782.22
August,1,4:00,2,0,0.0,365.1,3,0,0.0,269.88,17,0,0.0,385.41,0,0,0.0,1619.41
August,1,4:30,2,0,0.0,348.64,4,0,0.0,316.03,18,0,0.0,372.22,0,0,0.0,779.37
August,1,5:00,2,0,0.0,499.07,5,0,3.6e-05,285.79,22,0,0.0,385.78,1,0,0.0,289.53
August,1,5:30,2,0,0.0,294.12,4,0,0.006549,292.62,26,0,0.0,320.22,4,0,2.3e-05,320.58
August,1,6:00,3,0,0.0,265.96,6,1,0.093767,348.33,36,0,2e-06,298.1,14,0,0.001221,284.25
August,1,6:30,5,0,0.0,317.29,12,2,0.134809,373.05,61,0,0.00019,293.16,25,0,0.015184,272.6
