Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,358.0,43,1,0.017981,322.75,66,0,0.0,326.42,41,0,0.0,319.44
August,1,0:30,5,0,0.0,365.57,30,0,0.007176,352.68,50,0,0.0,328.38,28,0,0.0,325.66
August,1,1:00,3,0,0.0,286.03,14,0,0.000686,360.63,37,0,0.0,336.59,22,0,0.0,319.61
August,1,1:30,2,0,0.0,227.64,8,0,7e-06,311.32,27,0,0.0,329.7,17,0,0.0,313.68
August,1,2:00,2,0,0.0,293.76,7,0,0.0,303.44,18,0,0.0,322.75,12,0,0.0,308.29
August,1,2:30,2,0,0.0,308.42,5,0,0.0,311.27,16,0,0.0,331.97,8,0,0.0,325.06
August,1,3:00,2,0,0.0,290.05,4,0,0.0,281.48,13,0,0.0,315.31,3,0,0.0,346.8
August,1,3:30,2,0,0.0,249.77,4,0,0.0,215.28,12,0,0.0,304.81,2,0,0.0,314.8
August,1,4:00,2,0,0.0,258.3,4,0,0.0,260.31,12,0,0.0,339.71,2,0,0.0,385.12
August,1,4:30,2,0,0.0,258.08,4,0,0.0,316.08,12,0,0.0,349.16,2,0,0.0,380.44
August,1,5:00,2,0,0.0,288.44,3,0,5.5e-05,291.51,13,0,0.0,370.94,2,0,0.0,292.93
August,1,5:30,2,0,0.0,230.74,4,0,0.00834,312.75,16,0,0.0,326.38,3,0,0.0,261.39
August,1,6:00,3,0,0.0,257.48,5,1,0.138525,362.57,25,0,7e-06,297.37,11,0,1.2e-05,253.07
August,1,6:30,3,0,0.0,291.12,9,2,0.213184,349.91,42,0,0.000746,279.7,19,0,0.001088,263.65
August,1,7:00,7,0,0.0,275.42,25,1,0.026715,320.4,82,1,0.008143,267.07,33,0,0.013465,278.52
August,1,7:30,14,0,0.0,297.23,43,0,0.000725,330.9,133,2,0.013973,267.74,60,1,0.020466,294.24
August,1,8:00,44,0,0.0,284.48,82,0,0.000381,328.88,256,1,0.002774,279.98,112,0,0.004114,293.41
August,1,8:30,81,0,1e-06,294.56,127,1,0.005587,329.87,391,1,0.002791,297.48,167,1,0.003197,289.37
August,1,9:00,124,0,0.000133,295.19,217,3,0.013799,319.59,581,7,0.012114,304.1,265,3,0.009934,292.83
August,1,9:30,159,0,0.002225,294.79,284,5,0.017798,327.11,734,15,0.020577,315.63,321,6,0.017542,288.93
August,1,10:00,185,1,0.005444,304.58,346,7,0.021147,335.79,861,11,0.012851,323.44,381,8,0.022067,294.61
August,1,10:30,221,1,0.004258,310.03,398,11,0.028741,346.81,967,12,0.012395,332.34,423,12,0.029228,303.07
August,1,11:00,237,3,0.011351,312.28,448,12,0.026034,350.35,1045,15,0.014439,336.52,465,10,0.021286,310.56
August,1,11:30,248,5,0.021196,312.42,492,12,0.025112,352.3,1078,20,0.018802,341.57,487,5,0.010722,313.55
August,1,12:00,254,8,0.033442,320.27,527,11,0.021243,350.75,1086,22,0.020353,342.88,505,5,0.009314,317.25
August,1,12:30,255,11,0.043952,321.81,541,18,0.034087,354.62,1087,23,0.021092,342.71,509,7,0.01408,315.81
August,1,13:00,254,5,0.020112,328.64,561,24,0.042847,355.31,1083,20,0.018869,345.22,509,9,0.017952,315.4
August,1,13:30,254,2,0.006294,333.63,576,27,0.047538,353.87,1081,24,0.02188,347.2,512,11,0.022194,312.63
August,1,14:00,260,3,0.011731,334.82,587,26,0.044875,357.21,1095,22,0.020367,347.64,526,14,0.026129,315.15
August,1,14:30,263,3,0.011784,332.32,589,18,0.03117,360.9,1094,10,0.009579,346.57,526,20,0.038314,316.63
August,1,15:00,261,1,0.003333,329.68,584,10,0.016843,353.87,1090,2,0.001836,348.12,526,12,0.02241,308.62
August,1,15:30,260,0,0.000152,337.77,579,9,0.014898,349.91,1082,1,0.000714,345.85,523,6,0.011268,306.81
August,1,16:00,256,0,0.000154,339.21,580,8,0.013538,360.34,1072,2,0.002151,347.18,524,5,0.008695,315.02
August,1,16:30,242,1,0.003523,322.2,564,6,0.010279,367.72,1034,3,0.002957,346.18,509,3,0.00668,314.85
August,1,17:00,214,3,0.012669,330.12,537,5,0.008742,365.4,982,4,0.004245,347.84,483,3,0.006603,315.59
August,1,17:30,190,2,0.010244,339.62,516,7,0.01322,367.36,916,3,0.002752,347.63,459,2,0.004129,317.01
August,1,18:00,162,1,0.004848,344.76,458,11,0.023767,369.96,811,4,0.004851,347.06,401,1,0.003714,321.1
August,1,18:30,139,1,0.007172,350.23,417,10,0.02352,367.01,723,4,0.005812,349.78,348,1,0.00194,329.86
August,1,19:00,92,0,0.003834,343.39,368,7,0.018081,360.23,646,6,0.008743,349.02,322,1,0.001962,328.41
August,1,19:30,73,0,0.000227,338.13,332,9,0.02606,352.24,575,8,0.013204,347.05,293,0,0.000793,323.78
August,1,20:00,56,0,2e-06,317.41,288,15,0.05173,349.35,478,7,0.014248,347.5,246,0,0.001292,312.52
August,1,20:30,47,0,0.0,304.94,252,9,0.036142,336.16,409,4,0.008734,345.58,217,2,0.008498,306.4
August,1,21:00,36,0,0.0,318.34,209,7,0.033899,331.09,332,3,0.008442,344.51,177,3,0.019289,307.98
August,1,21:30,26,0,0.0,339.89,175,4,0.023143,335.13,275,1,0.003183,339.14,151,1,0.007636,312.08
August,1,22:00,21,0,0.0,371.62,136,2,0.017173,332.68,220,0,0.000183,329.17,122,0,0.000437,310.13
August,1,22:30,14,0,0.0,343.99,108,1,0.011741,330.78,176,0,1e-06,323.86,103,0,3e-06,309.8
August,1,23:00,13,0,0.0,338.4,83,2,0.021685,314.19,133,0,0.0,321.61,81,0,0.0,303.65
August,1,23:30,9,0,0.0,295.97,65,1,0.010254,313.63,110,0,0.0,318.74,62,0,0.0,290.5
August,2,0:00,4,0,0.0,327.86,36,0,0.0,296.67,57,0,0.0,315.96,40,0,0.0,306.95
August,2,0:30,4,0,0.0,343.43,27,0,0.0,302.16,47,0,0.0,324.0,28,0,0.0,306.34
